quad_no,Row,1,2,3,4,5,6,7,8,9,10
42,100,Juncsqua,Plagundu,Juncsqua,Plagundu,Polycomm,Juncsqua,Juncsqua,Descflex,Polycomm,Erictetr
,,,,,,,,,,,
43,10,Triccesp,Triccesp,Triccesp,Triccesp,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer,Nardstri
43,20,Triccesp,Triccesp,Triccesp,Triccesp,Triccesp,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
43,30,Molicaer,Nardstri,Nardstri,Nardstri,Anthodor,Anthodor,Molicaer,Molicaer,Molicaer,Molicaer
43,40,Nardstri,Nardstri,Nardstri,Nardstri,Carenigr,Rhytsqua,Molicaer,Molicaer,Molicaer,Molicaer
43,50,Juncsqua,Juncsqua,Molicaer,Nardstri,Carenigr,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer
43,60,Festovin,Anthodor,Nardstri,Nardstri,Molicaer,Nardstri,Nardstri,Nardstri,Anthodor,Molicaer
43,70,Festovin,Rhytsqua,Nardstri,Molicaer,Nardstri,Nardstri,Anthodor,Molicaer,Molicaer,Molicaer
43,80,Festovin,Festovin,Nardstri,Agrocapi,Molicaer,Nardstri,Molicaer,Molicaer,Molicaer,Molicaer
43,90,Junceffu,Junceffu,Junceffu,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
43,100,Junceffu,Junceffu,Junceffu,Junceffu,Molicaer,Molicaer,Molicaer,Molicaer,Nardstri,Nardstri
,,,,,,,,,,,
44,10,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
44,20,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
44,30,Nardstri,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
44,40,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Festovin,Polycomm,Polycomm,Polycomm
44,50,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
44,60,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Festovin,Festovin
44,70,Polycomm,Polycomm,Sphafall,Festovin,Festovin,Polycomm,Polycomm,Polycomm,Festovin,Festovin
44,80,Polycomm,Polycomm,Polycomm,Sphafall,Polycomm,Polycomm,Polycomm,Polycomm,Juncsqua,Festovin
44,90,Polycomm,Polycomm,Polycomm,Polycomm,Sphafall,Festovin,Polycomm,Polycomm,Polycomm,Festovin
44,100,Polycomm,Polycomm,Polycomm,Polycomm,Festovin,Festovin,Polycomm,Polycomm,Festovin,Festovin
,,,,,,,,,,,
45,10,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Festovin,Nardstri,Nardstri,Nardstri,Nardstri
45,20,Nardstri,Nardstri,Nardstri,Nardstri,DEAD,DEAD,DEAD,Juncsqua,Juncsqua,Juncsqua
45,30,Nardstri,Festovin,Nardstri,Nardstri,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua
45,40,Agrocapi,Agrocapi,Agrocapi,Agrocapi,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua
45,50,Juncsqua,Juncsqua,Junccong,Agrocapi,Agrocapi,Agrocapi,Juncsqua,Juncsqua,Nardstri,Nardstri
45,60,Juncsqua,Agrocapi,Agrocapi,Agrocapi,Anthodor,Juncsqua,Juncsqua,DEAD,Nardstri,Nardstri
45,70,Juncsqua,Juncsqua,Agrocapi,Juncsqua,Carenigr,Juncsqua,Juncsqua,Nardstri,Nardstri,Nardstri
45,80,Nardstri,Nardstri,Juncsqua,Juncsqua,Molicaer,Juncsqua,Agrocapi,Agrocapi,Molicaer,Molicaer
45,90,Nardstri,Nardstri,Nardstri,Agrocapi,BARE,Agrocapi,Agrocapi,Nardstri,Agrocapi,Festovin
45,100,Nardstri,Juncsqua,Junccong,Nardstri,Nardstri,Agrocapi,Agrocapi,Agrocapi,Molicaer,Molicaer
,,,,,,,,,,,
46,10,Junceffu,Nardstri,Nardstri,Nardstri,Nardstri,LITTER,Festovin,Festovin,Festovin,Festovin
46,20,LITTER,Carenigr,Festovin,Nardstri,Nardstri,Carenigr,Festovin,Junceffu,Festovin,Festovin
46,30,Nardstri,LITTER,LITTER,LITTER,Nardstri,LITTER,Festovin,Festovin,Nardstri,Festovin
46,40,Molicaer,Nardstri,LITTER,LITTER,Nardstri,LITTER,Festovin,Festovin,Nardstri,Festovin
46,50,Molicaer,Molicaer,Nardstri,Nardstri,Festovin,Juncsqua,Festovin,Nardstri,LITTER,Carenigr
46,60,Molicaer,Molicaer,Nardstri,Nardstri,Festovin,Nardstri,Festovin,Nardstri,Nardstri,Descflex
46,70,Nardstri,LITTER,LITTER,Nardstri,Nardstri,Juncsqua,Juncsqua,Festovin,Festovin,Molicaer
46,80,Nardstri,Molicaer,LITTER,Carenigr,Carenigr,Festovin,Festovin,Juncsqua,Festovin,Molicaer
46,90,Molicaer,Nardstri,Nardstri,LITTER,LITTER,LITTER,Festovin,LITTER,Nardstri,Nardstri
46,100,Molicaer,Molicaer,Festovin,Nardstri,Nardstri,Nardstri,Nardstri,Festovin,Nardstri,Nardstri
,,,,,,,,,,,
47,10,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Festovin,Descflex,Molicaer,Triccesp,Triccesp
47,20,Molicaer,Molicaer,Molicaer,Juncsqua,Descflex,DEAD,Molicaer,Molicaer,Molicaer,Triccesp
47,30,Molicaer,Molicaer,Molicaer,Molicaer,Juncsqua,Anthodor,Molicaer,Molicaer,Molicaer,Juncsqua
47,40,Molicaer,Juncsqua,Molicaer,Juncsqua,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
47,50,Molicaer,Molicaer,Descflex,Molicaer,Molicaer,Molicaer,Molicaer,Festovin,Molicaer,Molicaer
47,60,Molicaer,Juncsqua,Juncsqua,Molicaer,Molicaer,Molicaer,Molicaer,Festovin,Molicaer,Molicaer
47,70,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Juncsqua,Juncsqua,Molicaer,Molicaer,Molicaer
47,80,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
47,90,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
47,100,Molicaer,Molicaer,Molicaer,Molicaer,Triccesp,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
,,,,,,,,,,,
48,10,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Descflex
48,20,Carenigr,Carenigr,Rhytsqua,Carenigr,Carenigr,Nardstri,Carenigr,Carenigr,LITTER,Carenigr
48,30,Carenigr,Nardstri,Nardstri,Galisaxa,Carenigr,Nardstri,Nardstri,LITTER,LITTER,LITTER
48,40,Carenigr,Nardstri,Nardstri,Descflex,Descflex,Nardstri,Nardstri,Carenigr,Carenigr,Carenigr
48,50,Carenigr,Carenigr,Nardstri,Nardstri,Galisaxa,Nardstri,Nardstri,Agrocapi,Agrocapi,Agrocapi
48,60,Juncsqua,Carenigr,Carenigr,Carenigr,Nardstri,Nardstri,Carenigr,Carenigr,Carenigr,Agrocapi
48,70,Carenigr,Juncsqua,LITTER,Nardstri,Nardstri,Nardstri,Nardstri,LITTER,LITTER,Nardstri
48,80,Juncsqua,Carenigr,LITTER,Galisaxa,Descflex,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri
48,90,Carenigr,Juncsqua,Carenigr,Nardstri,Nardstri,Nardstri,Nardstri,LITTER,LITTER,Festovin
48,100,Juncsqua,Juncsqua,Carenigr,Nardstri,Nardstri,Nardstri,Nardstri,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
49,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Polycomm
49,20,Callvulg,Callvulg,Callvulg,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm
49,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Sphapalu,Molicaer,Callvulg,Polycomm,Polycomm
49,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Callvulg
49,50,Callvulg,Callvulg,Callvulg,Sphapalu,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Callvulg
49,60,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Molicaer
49,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer
49,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
49,90,Callvulg,Spharubr,Sphapalu,Callvulg,Sphapalu,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
49,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
50,10,Plagundu,Plagundu,Plagundu,Plagundu,Eriovagi,Sphapalu,Carenigr,Molicaer,Vaccmyrt,Plagundu
50,20,Plagundu,Plagundu,Plagundu,Plagundu,Sphapalu,Plagundu,Sphapalu,Polycomm,Planlanc,Vaccmyrt
50,30,Plagundu,Plagundu,Plagundu,Plagundu,Sphapalu,Sphapalu,Molicaer,Plagundu,Plagundu,Vaccmyrt
50,40,Plagundu,Plagundu,Plagundu,Plagundu,Sphapalu,Sphapalu,Plagundu,Plagundu,Plagundu,DEAD
50,50,Molicaer,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu
50,60,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Molicaer,Plagundu,Plagundu,Plagundu
50,70,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Molicaer,Plagundu,Plagundu,Plagundu,Plagundu
50,80,Sphapalu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Vaccmyrt
50,90,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu
50,100,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Molicaer,Plagundu,Plagundu
,,,,,,,,,,,
51,10,Callvulg,Callvulg,Callvulg,Callvulg,Vaccmyrt,Vaccmyrt,Eriovagi,Eriovagi,Triccesp,Triccesp
51,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Triccesp,Triccesp,Triccesp,Callvulg
51,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,Callvulg,Callvulg
51,40,Callvulg,Callvulg,Callvulg,Callvulg,Sphapalu,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
51,50,Callvulg,Callvulg,Callvulg,Callvulg,Sphapalu,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
51,60,Callvulg,Callvulg,Callvulg,Callvulg,Sphapalu,Sphapalu,Callvulg,Sphapalu,Callvulg,Callvulg
51,70,Callvulg,Callvulg,Sphapalu,Callvulg,Callvulg,Sphapalu,Callvulg,Callvulg,Callvulg,Callvulg
51,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
51,90,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
51,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
52,10,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Polycomm,Carenigr,Eriovagi
52,20,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Eriovagi
52,30,Molicaer,Molicaer,Molicaer,Juncsqua,Molicaer,Molicaer,Molicaer,Descflex,Descflex,Carenigr
52,40,Molicaer,Molicaer,Molicaer,DEAD,Molicaer,Descflex,Juncsqua,Descflex,Descflex,Carenigr
52,50,Molicaer,Molicaer,Juncsqua,Juncsqua,Descflex,Molicaer,Juncsqua,Descflex,Descflex,Carenigr
52,60,Descflex,Plagundu,Carenigr,Plagundu,Plagundu,Juncsqua,Juncsqua,Festovin,Molicaer,Juncsqua
52,70,Molicaer,Descflex,Plagundu,Plagundu,Plagundu,Plagundu,Festovin,Festovin,Carenigr,Juncsqua
52,80,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Festovin,Festovin,Juncsqua,Juncsqua
52,90,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Festovin,Festovin,Molicaer
52,100,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Molicaer,Molicaer,Molicaer,Molicaer
,,,,,,,,,,,
53,10,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,20,Molicaer,Molicaer,DEAD,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,30,Molicaer,Molicaer,DEAD,Molicaer,Molicaer,Festovin,Molicaer,Callvulg,Molicaer,Molicaer
53,40,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Poteerec,Molicaer,Festovin,Molicaer,Callvulg
53,50,Festovin,DEAD,Molicaer,Molicaer,Polycomm,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,60,Festovin,Molicaer,Molicaer,Festovin,Festovin,Molicaer,Callvulg,Molicaer,Molicaer,Molicaer
53,70,Molicaer,Callvulg,Triccesp,Triccesp,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,80,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,90,Callvulg,DEAD,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
53,100,Callvulg,Callvulg,Molicaer,Molicaer,Juncsqua,Molicaer,Molicaer,Molicaer,Molicaer,Festovin
,,,,,,,,,,,
54,10,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Molicaer
54,20,Plagundu,Carenigr,Carenigr,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu
54,30,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Molicaer
54,40,Plagundu,Plagundu,Molicaer,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,DEAD,Plagundu
54,50,Plagundu,Plagundu,Carenigr,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,DEAD,Plagundu
54,60,Plagundu,Plagundu,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,DEAD,Molicaer,Molicaer
54,70,Plagundu,Plagundu,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Plagundu,Plagundu,Plagundu
54,80,Plagundu,Plagundu,Molicaer,Molicaer,Plagundu,Molicaer,Molicaer,Plagundu,Plagundu,Plagundu
54,90,Plagundu,Plagundu,Molicaer,Plagundu,Molicaer,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu
54,100,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Plagundu,Plagundu,Plagundu,Molicaer,Molicaer
,,,,,,,,,,,
55,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
55,20,Callvulg,Poteerec,Poteerec,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
55,30,Callvulg,Poteerec,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
55,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Rhytsqua,Molicaer,Callvulg,Callvulg,Callvulg
55,50,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Rhytsqua,Rhytsqua,Callvulg,Callvulg,Callvulg
55,60,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Rhytsqua,Rhytsqua,Anthodor,Callvulg,Callvulg
55,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg
55,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Rhytsqua,Galisaxa,Callvulg,Callvulg
55,90,Descflex,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Anthodor,Rhytsqua,Descflex,Callvulg
55,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Anthodor,Festovin,Callvulg,Anthodor,Galisaxa
,,,,,,,,,,,
56,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,50,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,60,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg
56,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg
56,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,90,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
56,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
57,10,Carenigr,Descflex,Descflex,Descflex,Descflex,Eriovagi,Carenigr,Carenigr,Eriovagi,Eriovagi
57,20,Descflex,DEAD,Descflex,Plagundu,Eriovagi,Carenigr,Eriovagi,Carenigr,Carenigr,Carenigr
57,30,Descflex,Plagundu,Plagundu,Plagundu,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Carenigr,Carenigr
57,40,Eriovagi,Plagundu,Plagundu,Descflex,Eriovagi,Plagundu,Carenigr,Eriovagi,Eriovagi,Eriovagi
57,50,Descflex,Eriovagi,Eriovagi,Plagundu,Plagundu,Plagundu,Eriovagi,LITTER,Eriovagi,Eriovagi
57,60,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Plagundu,Plagundu,Descflex,Eriovagi,Eriovagi
57,70,Eriovagi,Eriovagi,Eriovagi,Plagundu,Plagundu,Plagundu,Descflex,Descflex,Eriovagi,Eriovagi
57,80,Plagundu,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Descflex,Descflex,Eriovagi,Eriovagi,Descflex
57,90,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Descflex,Descflex,Eriovagi,Eriovagi
57,100,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,LITTER,Eriovagi,Eriovagi,Eriovagi,Eriovagi
,,,,,,,,,,,
58,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
58,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
58,30,Callvulg,Callvulg,Descflex,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Carenigr
58,40,DEAD,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Carenigr,Carenigr
58,50,Callvulg,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Polycomm,Polycomm,Polycomm,Molicaer
58,60,Callvulg,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Plagundu,Polycomm,Polycomm,Carenigr
58,70,Carenigr,Eriovagi,Callvulg,Callvulg,Callvulg,Carenigr,Polycomm,Polycomm,Polycomm,Carenigr
58,80,Molicaer,Molicaer,Callvulg,Callvulg,Callvulg,Carenigr,Carenigr,Descflex,Carenigr,Carenigr
58,90,Molicaer,Carenigr,Callvulg,Callvulg,Molicaer,Molicaer,Molicaer,Polycomm,Polycomm,Carenigr
58,100,Descflex,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr
,,,,,,,,,,,
59,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,DEAD,DEAD,Molicaer
59,20,Molicaer,Molicaer,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer,Anthodor,Anthodor
59,30,Anthodor,Anthodor,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer
59,40,Anthodor,Descflex,Descflex,Callvulg,Callvulg,Molicaer,Callvulg,Callvulg,Molicaer,Molicaer
59,50,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
59,60,Molicaer,Anthodor,Anthodor,DEAD,Carenigr,Molicaer,Molicaer,Molicaer,DEAD,DEAD
59,70,Agrocapi,Anthodor,Anthodor,Callvulg,Callvulg,Callvulg,Festovin,Carenigr,Anthodor,Anthodor
59,80,Agrocapi,Cynocris,Molicaer,Callvulg,Molicaer,DEAD,Carenigr,Anthodor,Anthodor,Agrocapi
59,90,Anthodor,Agrocapi,Molicaer,Anthodor,Molicaer,Carenigr,Carenigr,Carenigr,Anthodor,Anthodor
59,100,Carenigr,Galisaxa,Carenigr,Callvulg,Callvulg,Molicaer,Carenigr,Carenigr,Carenigr,Molicaer
,,,,,,,,,,,
60,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Nardstri,Nardstri,Descflex,Descflex,Molicaer
60,20,Callvulg,Callvulg,Callvulg,Callvulg,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
60,30,Callvulg,Callvulg,DEAD,Nardstri,Nardstri,Nardstri,Nardstri,DEAD,DEAD,Galisaxa
60,40,Descflex,Descflex,Molicaer,Molicaer,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
60,50,Molicaer,Molicaer,Molicaer,Nardstri,Nardstri,DEAD,Descflex,Nardstri,Molicaer,Molicaer
60,60,Molicaer,Molicaer,Nardstri,Molicaer,Molicaer,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer
60,70,Molicaer,DEAD,Molicaer,Molicaer,Molicaer,Molicaer,Nardstri,Molicaer,Molicaer,Molicaer
60,80,Molicaer,DEAD,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
60,90,Molicaer,Nardstri,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Molicaer
60,100,Molicaer,Nardstri,Festovin,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Nardstri,Nardstri
,,,,,,,,,,,
61,10,Callvulg,Callvulg,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Molicaer,Molicaer,Callvulg,Callvulg
61,20,Callvulg,DEAD,DEAD,Sphafall,DEAD,Callvulg,DEAD,Callvulg,Callvulg,Callvulg
61,30,Callvulg,DEAD,DEAD,Callvulg,Callvulg,Polycomm,Eriovagi,Eriovagi,Callvulg,Callvulg
61,40,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Molicaer,Eriovagi,Eriovagi,Callvulg,Callvulg
61,50,Eriovagi,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,Callvulg,Callvulg
61,60,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
61,70,Eriovagi,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
61,80,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
61,90,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
61,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
62,10,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
62,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Molicaer,Polycomm,Callvulg
62,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Molicaer,Polycomm,Callvulg
62,40,DEAD,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Callvulg,Molicaer,Molicaer,Molicaer
62,50,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer,Molicaer
62,60,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Molicaer,Molicaer
62,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Descflex,Molicaer,Molicaer,Molicaer
62,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Molicaer,Molicaer,Molicaer
62,90,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Molicaer,Molicaer,Molicaer,Vaccmyrt
62,100,Callvulg,Callvulg,Callvulg,Polycomm,DEAD,DEAD,Callvulg,Molicaer,DEAD,Callvulg
,,,,,,,,,,,
63,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Descflex,Callvulg,Callvulg,Callvulg,Callvulg
63,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Descflex,Callvulg,Callvulg
63,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Triccesp,Callvulg,Callvulg
63,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Descflex,Triccesp,Callvulg,Callvulg
63,50,Callvulg,Callvulg,Descflex,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
63,60,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,DEAD,Callvulg,Descflex,Callvulg,Callvulg
63,70,Callvulg,Callvulg,Callvulg,Polycomm,Polycomm,Descflex,Callvulg,Callvulg,Callvulg,Callvulg
63,80,Callvulg,Callvulg,Callvulg,Polycomm,Polycomm,Descflex,Triccesp,Triccesp,Callvulg,Callvulg
63,90,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg,Carenigr
63,100,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,DEAD,Triccesp,Carenigr,Callvulg,Callvulg
,,,,,,,,,,,
64,10,Callvulg,Callvulg,Callvulg,Molicaer,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Carenigr
64,20,Callvulg,Callvulg,Molicaer,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Eriovagi,Eriovagi
